old_id,new_id,old_title,new_title,average_rating,ratings_count,text_reviews_count,author,author_id,image_url,small_image_url,publication_year,percent_positive,percent_negative,percent_neutral,overall_sentiment
2580,16070143,Teardrop (Teardrop #1),"Teardrop (Teardrop, #1)",3.6,24867,2527,Lauren Kate,2905297,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360596375l/16070143._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360596375l/16070143._SY75_.jpg,2013,0.3,0.6,0.1,0.45
2581,17061189,Aurora Sky (Aurora Sky: Vampire Hunter #1),"Aurora Sky (Aurora Sky: Vampire Hunter, #1)",3.73,3945,488,Nikki Jefford,5424286,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381848451l/17061189._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381848451l/17061189._SX50_.jpg,2012,0.1,0.1,0.8,0.1
2582,6389874,Tempest Rising (Jane True #1),"Tempest Rising (Jane True, #1)",3.65,8672,772,Nicole Peeler,2895111,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327902501l/6389874._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327902501l/6389874._SY75_.jpg,2009,0.4,0.4,0.2,0.4
2583,7556058,Tracking the Tempest (Jane True #2),"Tracking the Tempest (Jane True, #2)",4.01,5326,310,Nicole Peeler,2895111,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327902543l/7556058._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327902543l/7556058._SY75_.jpg,2010,0.3,0.3,0.4,0.3
2584,8434922,Tempest's Legacy (Jane True #3),"Tempest's Legacy (Jane True, #3)",4.06,4779,281,Nicole Peeler,2895111,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327902621l/8434922._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327902621l/8434922._SY75_.jpg,2010,0.4,0.4,0.2,0.4
2585,10223509,Eye of the Tempest (Jane True #4),"Eye of the Tempest (Jane True, #4)",4.05,2948,162,Nicole Peeler,2895111,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311800388l/10223509._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311800388l/10223509._SY75_.jpg,2011,0.3,0.6,0.1,0.45
2586,10803856,Tempest’s Fury (Jane True #5),"Tempest’s Fury (Jane True, #5)",3.98,2595,229,Nicole Peeler,2895111,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340712244l/10803856._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340712244l/10803856._SY75_.jpg,2012,0.1,0.9,0,0.5
2587,15743485,Tempest Reborn (Jane True #6),"Tempest Reborn (Jane True, #6)",4.03,1822,163,Nicole Peeler,2895111,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1350536435l/15743485._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1350536435l/15743485._SY75_.jpg,2013,0.3,0.5,0.2,0.4
2588,676924,Betrayed (House of Night #2),"Betrayed (House of Night, #2)",3.93,239951,5508,P.C. Cast,17015,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,0.3,0.7,0,0.5
2589,1326258,Chosen (House of Night #3),"Chosen (House of Night, #3)",3.91,221973,4402,P.C. Cast,17015,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393192825l/1326258._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393192825l/1326258._SX50_.jpg,2008,0.1,0.5,0.4,0.3
2590,2866718,Untamed (House of Night #4),"Untamed (House of Night, #4)",3.95,213488,3620,P.C. Cast,17015,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438037020l/2866718._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438037020l/2866718._SY75_.jpg,2008,0.2,0.7,0.1,0.45
2591,4134071,Hunted (House of Night #5),"Hunted (House of Night, #5)",3.93,162436,3510,P.C. Cast,17015,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438042897l/4134071._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438042897l/4134071._SY75_.jpg,2009,0.4,0.4,0.2,0.4
2592,6262365,Tempted (House of Night #6),"Tempted (House of Night, #6)",3.95,152049,3414,P.C. Cast,17015,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408633041l/6262365._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408633041l/6262365._SY75_.jpg,2009,0.1,0.7,0.2,0.4
2593,6917952,Burned (House of Night #7),"Burned (House of Night, #7)",3.97,141826,3234,P.C. Cast,17015,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327944437l/6917952._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327944437l/6917952._SY75_.jpg,2010,0.4,0.4,0.2,0.4
2594,8652190,Awakened (House of Night #8),"Awakened (House of Night, #8)",4.01,122892,3225,P.C. Cast,17015,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1307744664l/8652190._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1307744664l/8652190._SY75_.jpg,2011,0.4,0.3,0.3,0.35
2595,7933617,Destined (House of Night #9),"Destined (House of Night, #9)",4.04,73589,2712,P.C. Cast,17015,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406962311l/7933617._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406962311l/7933617._SY75_.jpg,2011,0.6,0.1,0.3,0.35
2596,7933615,Hidden (House of Night #10),"Hidden (House of Night, #10)",3.99,49851,2171,P.C. Cast,17015,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340127630l/7933615._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340127630l/7933615._SY75_.jpg,2012,0.2,0.8,0,0.5
2597,16096873,Revealed (House of Night #11),"Revealed (House of Night, #11)",3.86,27683,1600,P.C. Cast,17015,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369156173l/16096873._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369156173l/16096873._SY75_.jpg,2013,0.1,0.1,0.8,0.1
2598,30196,Goddess of the Sea (Goddess Summoning #1),"Goddess of the Sea (Goddess Summoning, #1)",3.87,10107,687,P.C. Cast,17015,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2003,0.3,0.6,0.1,0.45
2599,30194,Goddess of Spring (Goddess Summoning #2),"Goddess of Spring (Goddess Summoning, #2)",4.2,9435,663,P.C. Cast,17015,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,0.6,0.3,0.1,0.45
2600,30190,Goddess of Light (Goddess Summoning #3),"Goddess of Light (Goddess Summoning, #3)",4.04,6838,328,P.C. Cast,17015,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,0.1,0.2,0.7,0.15
2601,30193,Goddess of the Rose (Goddess Summoning #4),"Goddess of the Rose (Goddess Summoning, #4)",4.14,6569,363,P.C. Cast,17015,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,0.1,0.2,0.7,0.15
2602,30223,Goddess of Love (Goddess Summoning #5),"Goddess of Love (Goddess Summoning, #5)",4.06,5282,266,P.C. Cast,17015,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400860741l/30223._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400860741l/30223._SX50_.jpg,2007,0.4,0.3,0.3,0.35
2603,7871086,Goddess of Legend (Goddess Summoning #7),"Goddess of Legend (Goddess Summoning, #7)",3.93,4490,326,P.C. Cast,17015,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1275001679l/7871086._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1275001679l/7871086._SY75_.jpg,2010,0.4,0.6,0,0.5
2604,2344214,Warrior Rising (Goddess Summoning #6),"Warrior Rising (Goddess Summoning, #6)",4.14,5054,258,P.C. Cast,17015,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438029401l/2344214._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438029401l/2344214._SY75_.jpg,2008,0.4,0.3,0.3,0.35
2605,7739950,Eternal: More Love Stories with Bite,Eternal: More Love Stories with Bite,3.89,1437,90,P.C. Cast,17015,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,0.3,0.6,0.1,0.45
2606,30200,Elphame's Choice (Partholon #4),"Elphame's Choice (Partholon, #4)",4.03,5063,248,P.C. Cast,17015,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,0.3,0.6,0.1,0.45
2607,60211,The Shadow of the Torturer (The Book of the New Sun #1),"The Shadow of the Torturer (The Book of the New Sun, #1)",3.8,21511,1329,Gene Wolfe,23069,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329650008l/60211._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329650008l/60211._SX50_.jpg,1980,0.3,0.3,0.4,0.3
2608,463376,The Claw of the Conciliator (The Book of the New Sun #2),"The Claw of the Conciliator (The Book of the New Sun, #2)",3.98,10591,436,Gene Wolfe,23069,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332036282l/463376._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332036282l/463376._SY75_.jpg,1981,0.1,0.7,0.2,0.4
2609,463378,The Sword of the Lictor (The Book of the New Sun #3),"The Sword of the Lictor (The Book of the New Sun, #3)",4.16,7972,220,Gene Wolfe,23069,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329650171l/463378._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329650171l/463378._SX50_.jpg,1982,0.5,0.4,0.1,0.45
2610,299758,The Citadel of the Autarch (The Book of the New Sun #4),"The Citadel of the Autarch (The Book of the New Sun, #4)",4.21,6677,225,Gene Wolfe,23069,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332036031l/299758._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332036031l/299758._SY75_.jpg,1983,0.6,0.4,0,0.5
2611,60215,The Urth of the New Sun (The Book of the New Sun #5),"The Urth of the New Sun (The Book of the New Sun, #5)",4,5594,285,Gene Wolfe,23069,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532670795l/60215._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532670795l/60215._SY75_.jpg,1987,0.2,0.5,0.3,0.35
2612,271588,In Green's Jungles (The Book of the Short Sun #2),"In Green's Jungles (The Book of the Short Sun, #2)",4.24,1331,41,Gene Wolfe,23069,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,0.4,0.5,0.1,0.45
2613,618260,Return to the Whorl (The Book of the Short Sun #3),"Return to the Whorl (The Book of the Short Sun, #3)",4.29,1235,51,Gene Wolfe,23069,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,0.4,0.4,0.2,0.4
2614,322067,Soldier of the Mist,Soldier of the Mist (Latro #1),3.96,3101,158,Gene Wolfe,23069,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1986,0.2,0.7,0.1,0.45
2615,40995,Sword and Citadel (The Book of the New Sun #0),Sword & Citadel (The Book of the New Sun #3-4),4.32,10891,423,Gene Wolfe,23069,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543852974l/40995._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543852974l/40995._SY75_.jpg,1994,0.4,0.5,0.1,0.45
2616,263146,Real Vampires Have Curves (Glory St. Clair #1),"Real Vampires Have Curves (Glory St. Clair, #1)",3.8,6647,341,Gerry Bartlett,153733,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,0.3,0.4,0.3,0.35
2617,502556,Real Vampires Live Large (Glory St. Clair #2),"Real Vampires Live Large (Glory St. Clair, #2)",4.04,4133,134,Gerry Bartlett,153733,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,0.3,0.6,0.1,0.45
2618,2687149,Real Vampires Get Lucky (Glory St. Clair #3),"Real Vampires Get Lucky (Glory St. Clair, #3)",4.1,3692,100,Gerry Bartlett,153733,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,0.3,0.5,0.2,0.4
2619,3559788,Real Vampires Don't Diet (Glory St. Clair #4),"Real Vampires Don't Diet (Glory St. Clair, #4)",4.11,2464,87,Gerry Bartlett,153733,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,0.2,0.5,0.3,0.35
2620,6582625,Real Vampires Hate Their Thighs (Glory St. Clair #5),"Real Vampires Hate Their Thighs (Glory St. Clair, #5)",4.12,1944,81,Gerry Bartlett,153733,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,0.3,0.6,0.1,0.45
2621,7828879,Real Vampires Have More to Love (Glory St. Clair #6),"Real Vampires Have More to Love (Glory St. Clair, #6)",4.16,1746,71,Gerry Bartlett,153733,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1271178814l/7828879._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1271178814l/7828879._SY75_.jpg,2010,0.4,0.5,0.1,0.45
2622,9636838,Real Vampires Don't Wear Size Six (Glory St. Clair #7),"Real Vampires Don't Wear Size Six (Glory St. Clair, #7)",4.17,1456,77,Gerry Bartlett,153733,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1288761159l/9636838._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1288761159l/9636838._SY75_.jpg,2011,0.6,0.2,0.2,0.4
2623,11551967,Real Vampires Hate Skinny Jeans (Glory St. Clair #8),"Real Vampires Hate Skinny Jeans (Glory St. Clair, #8)",4.18,1102,87,Gerry Bartlett,153733,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316962466l/11551967._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316962466l/11551967._SY75_.jpg,2012,0.5,0.4,0.1,0.45
2624,13569063,Real Vampires Know Hips Happen (Glory St. Clair #9),"Real Vampires Know Hips Happen (Glory St. Clair, #9)",4.16,848,62,Gerry Bartlett,153733,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345352596l/13569063._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345352596l/13569063._SY75_.jpg,2013,0.3,0.6,0.1,0.45
2625,17562692,Real Vampires Know Size Matters (Glory St. Clair #10),"Real Vampires Know Size Matters (Glory St. Clair, #10)",4.23,681,61,Gerry Bartlett,153733,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378951780l/17562692._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378951780l/17562692._SY75_.jpg,2013,0.6,0.3,0.1,0.45
2626,11051889,The Fallen Star (Fallen Star #1),"The Fallen Star (Fallen Star, #1)",3.91,28029,1675,Jessica Sorensen,4601855,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331385411l/11051889._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331385411l/11051889._SX50_.jpg,2011,0.3,0.2,0.5,0.25
2627,11714997,The Underworld (Fallen Star #2),"The Underworld (Fallen Star, #2)",4.12,14665,482,Jessica Sorensen,4601855,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417703488l/11714997._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417703488l/11714997._SX50_.jpg,2011,0.5,0.4,0.1,0.45
2628,12760903,The Vision (Fallen Star #3),"The Vision (Fallen Star, #3)",4.15,13359,382,Jessica Sorensen,4601855,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328247037l/12760903._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328247037l/12760903._SX50_.jpg,2011,0.5,0.5,0,0.5
2629,12989115,The Promise (Fallen Star #4),"The Promise (Fallen Star, #4)",4.18,11956,420,Jessica Sorensen,4601855,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417703598l/12989115._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417703598l/12989115._SY75_.jpg,2012,0.6,0.1,0.3,0.35
2630,13560388,The Lost Soul (Fallen Souls #1),"The Lost Soul (Fallen Souls, #1)",4.28,4684,179,Jessica Sorensen,4601855,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417706596l/13560388._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417706596l/13560388._SX50_.jpg,2012,0.5,0.4,0.1,0.45
2631,15717879,The Evanescence (Fallen Souls #2),"The Evanescence (Fallen Souls, #2)",4.25,2804,139,Jessica Sorensen,4601855,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360356764l/15717879._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360356764l/15717879._SX50_.jpg,2013,0.3,0.1,0.6,0.2
2632,13024589,Darkness Falls (Darkness Falls #1),"Darkness Falls (Darkness Falls, #1)",3.81,5443,400,Jessica Sorensen,4601855,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329182736l/13024589._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329182736l/13024589._SX50_.jpg,2012,0.3,0.3,0.4,0.3
2633,13549677,Darkness Breaks (Darkness Falls #2),"Darkness Breaks (Darkness Falls, #2)",4.12,2576,116,Jessica Sorensen,4601855,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417706768l/13549677._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417706768l/13549677._SX50_.jpg,2012,0.3,0.7,0,0.5
2634,17727238,Ember X (Death Collectors #1),"Ember X (Death Collectors, #1)",3.9,9862,843,Jessica Sorensen,4601855,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365045457l/17727238._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365045457l/17727238._SX50_.jpg,2012,0.3,0.3,0.4,0.3
2635,18054373,Cinder X (Death Collectors #2),"Cinder X (Death Collectors, #2)",4.02,2866,169,Jessica Sorensen,4601855,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370982296l/18054373._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370982296l/18054373._SY75_.jpg,2013,0.4,0.5,0.1,0.45
2636,536520,The Myth Hunters (The Veil #1),"The Myth Hunters (The Veil, #1)",3.77,795,87,Christopher Golden,4522,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,0.4,0.2,0.4,0.3
2637,48420,The Borderkind (The Veil #2),"The Borderkind (The Veil, #2)",3.92,453,37,Christopher Golden,4522,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,0.1,0.1,0.8,0.1
2638,1598068,The Lost Ones (The Veil #3),"The Lost Ones (The Veil, #3)",3.97,350,35,Christopher Golden,4522,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,0.4,0.2,0.4,0.3
